
name,gender,count,year
Nancy,F,17067,1937
Dorothy,F,16571,1937
Joan,F,15297,1937
Margaret,F,15145,1937
Joyce,F,11808,1937
Helen,F,11452,1937
Marilyn,F,9738,1937
Beverly,F,9633,1937
Ruth,F,9604,1937
Virginia,F,9513,1937
Elizabeth,F,9387,1937
Janet,F,9363,1937
Frances,F,9052,1937
Carolyn,F,8939,1937
James,M,56552,1937
John,M,48743,1937
William,M,40706,1937
Richard,M,32974,1937
Charles,M,30518,1937
Donald,M,27864,1937
David,M,20976,1937
Thomas,M,19772,1937
George,M,18429,1937
Ronald,M,18134,1937
Joseph,M,17314,1937
Edward,M,14926,1937
Kenneth,M,13215,1937
Paul,M,12873,1937
Larry,M,10319,1937
Jerry,M,10299,1937
Frank,M,10125,1937
Raymond,M,9572,1937
Gerald,M,9423,1937
Harold,M,8548,1937
Mary,F,56213,1938
Barbara,F,39276,1938
Patricia,F,27555,1938
Betty,F,25501,1938
Shirley,F,23769,1938
Carol,F,19423,1938
Nancy,F,18947,1938
Dorothy,F,16349,1938
Margaret,F,15330,1938
Joan,F,14301,1938
Joyce,F,12693,1938
Judith,F,10874,1938
Helen,F,10833,1938
Sandra,F,10806,1938
Carolyn,F,10585,1938
Janet,F,9868,1938
Elizabeth,F,9801,1938
Beverly,F,9770,1938
Marilyn,F,9745,1938
Donna,F,9695,1938
James,M,59096,1938
John,M,50512,1938
William,M,42424,1938
Richard,M,34382,1938
Charles,M,31136,1938
Donald,M,26662,1938
David,M,22992,1938
Thomas,M,21375,1938
Ronald,M,20292,1938
George,M,18435,1938
Joseph,M,17735,1938
Edward,M,14547,1938
Kenneth,M,14396,1938
Paul,M,13354,1938
Larry,M,12385,1938
Jerry,M,12170,1938
Frank,M,10255,1938
Gerald,M,9968,1938
Raymond,M,9731,1938
Michael,M,9078,1938
Mary,F,54904,1939
Barbara,F,37258,1939
Patricia,F,29705,1939
Betty,F,23639,1939
Shirley,F,20447,1939
Carol,F,20169,1939
Nancy,F,19725,1939
Judith,F,16626,1939
Dorothy,F,15169,1939
Margaret,F,14951,1939
Joan,F,14140,1939
Joyce,F,13393,1939
Sandra,F,11969,1939
Carolyn,F,11290,1939
Linda,F,10714,1939
Helen,F,10418,1939
Janet,F,10114,1939
Elizabeth,F,9707,1939
Marilyn,F,9539,1939
Donna,F,9370,1939
James,M,59628,1939
John,M,51016,1939
William,M,42076,1939
Richard,M,35373,1939
Charles,M,30783,1939
David,M,25357,1939
Donald,M,24056,1939
Thomas,M,22127,1939
Ronald,M,19834,1939
George,M,17885,1939
Joseph,M,17716,1939
Kenneth,M,14709,1939
Larry,M,14528,1939
Edward,M,14428,1939
Jerry,M,13731,1939
Paul,M,13330,1939
Michael,M,10825,1939
Gerald,M,10050,1939
Frank,M,9986,1939
Gary,M,9679,1939
Mary,F,56198,1940
Barbara,F,36732,1940
Patricia,F,32662,1940
Judith,F,22380,1940
Betty,F,22075,1940
Carol,F,21760,1940
Nancy,F,19732,1940
Linda,F,18368,1940
Shirley,F,17876,1940
Sandra,F,16151,1940
Margaret,F,15058,1940
Dorothy,F,14877,1940
Joyce,F,14801,1940
Joan,F,13287,1940
Carolyn,F,12656,1940
Judy,F,11381,1940
Sharon,F,11119,1940
Helen,F,10199,1940
Janet,F,10104,1940
Elizabeth,F,9954,1940
Robert,M,61195,1940
John,M,54777,1940
William,M,44772,1940
Richard,M,37415,1940
Charles,M,31684,1940
David,M,27684,1940
Thomas,M,23987,1940
Donald,M,23104,1940
Ronald,M,20731,1940
George,M,18309,1940
Joseph,M,18206,1940
Larry,M,17199,1940
Jerry,M,15198,1940
Kenneth,M,15134,1940
Edward,M,14401,1940
Paul,M,14102,1940
Michael,M,13232,1940
Gary,M,12571,1940
Frank,M,10597,1940
Gerald,M,10241,1940
Mary,F,58039,1941
Barbara,F,39536,1941
Patricia,F,36902,1941
Carol,F,24183,1941
Linda,F,23716,1941
Judith,F,23316,1941
Betty,F,20900,1941
Nancy,F,20882,1941
Sandra,F,19500,1941
Shirley,F,16951,1941
Carolyn,F,16273,1941
Margaret,F,15696,1941
Joyce,F,15681,1941
Dorothy,F,14562,1941
Sharon,F,14269,1941
Judy,F,13965,1941
Joan,F,13382,1941
Janet,F,11137,1941
Karen,F,10830,1941
Donna,F,10446,1941
Robert,M,64232,1941
John,M,57512,1941
William,M,47786,1941
Richard,M,39106,1941
Charles,M,32727,1941
David,M,30550,1941
Thomas,M,26641,1941
Ronald,M,24394,1941
Donald,M,22626,1941
Larry,M,20127,1941
Joseph,M,19801,1941
George,M,19259,1941
Jerry,M,16804,1941
Kenneth,M,16128,1941
Michael,M,15931,1941
Edward,M,15577,1941
Paul,M,15159,1941
Gary,M,14566,1941
Gerald,M,10940,1941
Frank,M,10794,1941
Mary,F,63243,1942
Barbara,F,44734,1942
Patricia,F,39453,1942
Linda,F,31611,1942
Carol,F,30271,1942
Sandra,F,24991,1942
Judith,F,24790,1942
Nancy,F,23326,1942
Betty,F,21654,1942
Carolyn,F,19979,1942
Sharon,F,19649,1942
Shirley,F,17744,1942
Joyce,F,16726,1942
Margaret,F,16551,1942
Judy,F,15668,1942
Karen,F,15386,1942
Dorothy,F,15032,1942
Joan,F,14513,1942
Janet,F,13061,1942
Donna,F,12985,1942
Robert,M,71839,1942
John,M,66028,1942
William,M,54879,1942
Richard,M,43582,1942
David,M,35895,1942
Charles,M,35843,1942
Thomas,M,31100,1942
Ronald,M,27130,1942
Donald,M,23950,1942
Joseph,M,22422,1942
Larry,M,22097,1942
Michael,M,21726,1942
George,M,21273,1942
Kenneth,M,18206,1942
Jerry,M,17479,1942
Edward,M,17465,1942
Gary,M,17066,1942
Paul,M,16486,1942
Dennis,M,13281,1942
Frank,M,12242,1942
Mary,F,66171,1943
Barbara,F,43428,1943
Patricia,F,39623,1943
Linda,F,38438,1943
Carol,F,31680,1943
Sandra,F,25988,1943
Judith,F,25209,1943
Sharon,F,24711,1943
Nancy,F,23990,1943
Betty,F,21597,1943
Carolyn,F,20360,1943
Shirley,F,17818,1943
Judy,F,17380,1943
Margaret,F,17149,1943
Karen,F,16816,1943
Joyce,F,16486,1943
Donna,F,14912,1943
Susan,F,14887,1943
Dorothy,F,14787,1943
Janet,F,13316,1943
Robert,M,74861,1943
John,M,68921,1943
William,M,55893,1943
Richard,M,46331,1943
David,M,37237,1943
Charles,M,36628,1943
Thomas,M,32863,1943
Ronald,M,29236,1943
Michael,M,24744,1943
Donald,M,24412,1943
Larry,M,22965,1943
Joseph,M,22820,1943
George,M,21679,1943
Kenneth,M,19105,1943
Gary,M,17864,1943
Jerry,M,17730,1943
Edward,M,17712,1943
Paul,M,17251,1943
Dennis,M,14111,1943
Frank,M,12247,1943
Mary,F,62464,1944
Barbara,F,39195,1944
Linda,F,38412,1944
Patricia,F,36875,1944
Carol,F,30457,1944
Sandra,F,26024,1944
Nancy,F,23212,1944
Judith,F,22433,1944
Sharon,F,22428,1944
Betty,F,19756,1944
Carolyn,F,18670,1944
Judy,F,17118,1944
Susan,F,16329,1944
Margaret,F,16318,1944
Shirley,F,16308,1944
Karen,F,15943,1944
Donna,F,15173,1944
Joyce,F,14769,1944
Dorothy,F,13379,1944
Kathleen,F,13006,1944
Robert,M,70844,1944
John,M,66612,1944
William,M,52359,1944
Richard,M,45634,1944
David,M,37379,1944
Charles,M,34647,1944
Thomas,M,31595,1944
Michael,M,26727,1944
Ronald,M,25509,1944
Donald,M,23458,1944
Larry,M,22022,1944
Joseph,M,21170,1944
George,M,20420,1944
Gary,M,20054,1944
Kenneth,M,18091,1944
Paul,M,16654,1944
Edward,M,16473,1944
Jerry,M,16279,1944
Dennis,M,13675,1944
Frank,M,11338,1944
Mary,F,59288,1945
Linda,F,41463,1945
Barbara,F,38275,1945
Patricia,F,35839,1945
Carol,F,30388,1945
Sandra,F,24701,1945
Nancy,F,21454,1945
Sharon,F,20835,1945
Judith,F,20187,1945
Susan,F,19224,1945
Betty,F,18388,1945
Carolyn,F,17240,1945
Judy,F,17002,1945
Shirley,F,16150,1945
Margaret,F,15682,1945
Karen,F,15680,1945
Donna,F,15396,1945
Joyce,F,13951,1945
Kathleen,F,13802,1945
Dorothy,F,12327,1945
Robert,M,69931,1945
John,M,66124,1945
William,M,50212,1945
Richard,M,46045,1945
David,M,37094,1945
Charles,M,32463,1945
Thomas,M,31872,1945
Michael,M,29907,1945
Ronald,M,23666,1945
Larry,M,22823,1945
Donald,M,22138,1945
Gary,M,21344,1945
Joseph,M,20817,1945
George,M,19321,1945
Kenneth,M,18092,1945
Paul,M,16994,1945
Edward,M,15868,1945
Dennis,M,14990,1945
Jerry,M,14700,1945
Frank,M,10868,1945
Mary,F,67465,1946
Linda,F,52709,1946
Patricia,F,46297,1946
Barbara,F,45121,1946
Carol,F,34282,1946
Sandra,F,31691,1946
Nancy,F,28343,1946
Susan,F,28268,1946
Sharon,F,27824,1946
Judith,F,22307,1946
Judy,F,20479,1946
Carolyn,F,19901,1946
Donna,F,19768,1946
Betty,F,19712,1946
Karen,F,19645,1946
Kathleen,F,18760,1946
Margaret,F,18132,1946
Shirley,F,17867,1946
Diane,F,15830,1946
Joyce,F,15211,1946
Robert,M,84137,1946
John,M,79259,1946
William,M,60038,1946
Richard,M,58862,1946
David,M,46435,1946
Michael,M,41182,1946
Thomas,M,38865,1946
Charles,M,38201,1946
Ronald,M,31850,1946
Larry,M,28444,1946
Gary,M,26919,1946
Donald,M,26257,1946
Joseph,M,24282,1946
Kenneth,M,22036,1946
George,M,21570,1946
Dennis,M,21443,1946
Paul,M,21054,1946
Edward,M,18578,1946
Jerry,M,17563,1946
Daniel,M,12866,1946
Linda,F,99685,1947
Mary,F,71686,1947
Patricia,F,51276,1947
Barbara,F,48791,1947
Sandra,F,34776,1947
Carol,F,33538,1947
Nancy,F,32443,1947
Susan,F,31953,1947
Sharon,F,28535,1947
Donna,F,23518,1947
Kathleen,F,22097,1947
Judith,F,21998,1947
Karen,F,21646,1947
Judy,F,21032,1947
Carolyn,F,20744,1947
Margaret,F,20102,1947
Betty,F,18964,1947
Diane,F,17774,1947
Shirley,F,17649,1947
Joyce,F,15911,1947
Robert,M,91641,1947
John,M,88319,1947
William,M,66977,1947
Richard,M,58515,1947
David,M,57801,1947
Michael,M,50499,1947
Thomas,M,44833,1947
Charles,M,40771,1947
Larry,M,34935,1947
Ronald,M,34882,1947
Gary,M,30028,1947
Donald,M,28254,1947
Joseph,M,27513,1947
Kenneth,M,24573,1947
George,M,23918,1947
Dennis,M,23681,1947
Paul,M,22795,1947
Edward,M,20550,1947
Jerry,M,18790,1947
Stephen,M,15321,1947
Linda,F,96210,1948
Mary,F,68595,1948
Barbara,F,46829,1948
Patricia,F,46136,1948
Susan,F,35984,1948
Sandra,F,31060,1948
Nancy,F,29412,1948
Carol,F,28982,1948
Sharon,F,26141,1948
Kathleen,F,23256,1948
Donna,F,22032,1948
Karen,F,21995,1948
Margaret,F,18871,1948
Carolyn,F,18616,1948
Judith,F,17784,1948
Judy,F,17703,1948
Brenda,F,17694,1948
Betty,F,16622,1948
Diane,F,16605,1948
Shirley,F,16127,1948
Robert,M,85470,1948
John,M,82831,1948
William,M,61970,1948
David,M,56608,1948
Michael,M,52562,1948
Richard,M,50973,1948
Thomas,M,43782,1948
Charles,M,38680,1948
Ronald,M,33517,1948
Larry,M,33429,1948
Gary,M,28388,1948
Joseph,M,26801,1948
Donald,M,26443,1948
Kenneth,M,23548,1948
George,M,21920,1948
Dennis,M,21753,1948
Paul,M,21246,1948
Edward,M,18977,1948
Stephen,M,17058,1948
Jerry,M,16808,1948
Linda,F,91013,1949
Mary,F,66863,1949
Patricia,F,46334,1949
Barbara,F,42599,1949
Susan,F,37707,1949
Sandra,F,30642,1949
Nancy,F,29241,1949
Carol,F,26781,1949
Kathleen,F,26353,1949
Sharon,F,25711,1949
Karen,F,22467,1949
Donna,F,22057,1949
Brenda,F,20545,1949
Margaret,F,19452,1949
Deborah,F,19208,1949
Judith,F,17610,1949
Carolyn,F,17402,1949
Shirley,F,17277,1949
Diane,F,17250,1949
Judy,F,15981,1949
Robert,M,83865,1949
John,M,81156,1949
William,M,61507,1949
Michael,M,60046,1949
David,M,59608,1949
Richard,M,50933,1949
Thomas,M,45208,1949
Charles,M,40043,1949
Larry,M,31807,1949
Ronald,M,31494,1949
Gary,M,28923,1949
Donald,M,27108,1949
Joseph,M,26409,1949
Kenneth,M,23584,1949
Dennis,M,21746,1949
Paul,M,21588,1949
George,M,21317,1949
Stephen,M,20479,1949
Steven,M,19922,1949
Edward,M,19171,1949
Linda,F,80439,1950
Mary,F,65485,1950
Patricia,F,47948,1950
Barbara,F,41559,1950
Susan,F,38019,1950
Nancy,F,29619,1950
Deborah,F,29067,1950
Sandra,F,28896,1950
Carol,F,26163,1950
Kathleen,F,25704,1950
Sharon,F,24616,1950
Karen,F,24141,1950
Donna,F,21629,1950
Brenda,F,20797,1950
Margaret,F,18109,1950
Diane,F,17636,1950
Pamela,F,16205,1950
Janet,F,16194,1950
Shirley,F,15894,1950
Carolyn,F,15591,1950
Robert,M,83575,1950
John,M,79427,1950
Michael,M,65166,1950
David,M,60737,1950
William,M,60700,1950
Richard,M,51014,1950
Thomas,M,45612,1950
Charles,M,39108,1950
Gary,M,33757,1950
Larry,M,31489,1950
Ronald,M,29917,1950
Joseph,M,27033,1950
Donald,M,26998,1950
Kenneth,M,23826,1950
Steven,M,23262,1950
Dennis,M,22863,1950
Paul,M,21759,1950
Stephen,M,20514,1950
George,M,20173,1950
Daniel,M,19199,1950
Linda,F,73970,1951
Mary,F,65726,1951
Patricia,F,56446,1951
Deborah,F,42060,1951
Barbara,F,40612,1951
Susan,F,40226,1951
Nancy,F,30349,1951
Karen,F,28000,1951
Sandra,F,27666,1951
Kathleen,F,26719,1951
Carol,F,24781,1951
Donna,F,24075,1951
Sharon,F,23928,1951
Brenda,F,21717,1951
Diane,F,19840,1951
Pamela,F,18574,1951
Margaret,F,17695,1951
Debra,F,17074,1951
Janet,F,16951,1951
Cynthia,F,16295,1951
Robert,M,86381,1951
John,M,81595,1951
Michael,M,72817,1951
David,M,64820,1951
William,M,62796,1951
Richard,M,54555,1951
Thomas,M,48281,1951
Charles,M,39398,1951
Gary,M,38164,1951
Larry,M,30559,1951
Ronald,M,29052,1951
Steven,M,28369,1951
Joseph,M,28156,1951
Donald,M,27929,1951
Kenneth,M,25847,1951
Dennis,M,24254,1951
Paul,M,22853,1951
Stephen,M,22472,1951
Mark,M,21217,1951
Daniel,M,21125,1951
Linda,F,67082,1952
Mary,F,65645,1952
Patricia,F,53094,1952
Deborah,F,49808,1952
Susan,F,41342,1952
Barbara,F,39877,1952
Nancy,F,31731,1952
Karen,F,28959,1952
Debra,F,26832,1952
Sandra,F,26083,1952
Kathleen,F,25766,1952
Carol,F,23989,1952
Donna,F,23713,1952
Sharon,F,23384,1952
Brenda,F,21444,1952
Diane,F,21064,1952
Pamela,F,20873,1952
Cynthia,F,19883,1952
Janet,F,17928,1952
Christine,F,17542,1952
Robert,M,86576,1952
John,M,83108,1952
Michael,M,79017,1952
David,M,71752,1952
William,M,63018,1952
Richard,M,58334,1952
Thomas,M,48621,1952
Charles,M,38855,1952
Gary,M,38736,1952
Steven,M,32032,1952
Joseph,M,28507,1952
Donald,M,28263,1952
Larry,M,28240,1952
Ronald,M,27798,1952
Kenneth,M,25893,1952
Mark,M,25670,1952
Dennis,M,24555,1952
Paul,M,24280,1952
Daniel,M,23418,1952
Stephen,M,23050,1952
Mary,F,64366,1953
Linda,F,61258,1953
Deborah,F,52188,1953
Patricia,F,51005,1953
Susan,F,44280,1953
Barbara,F,38458,1953
Debra,F,36856,1953
Nancy,F,30605,1953
Karen,F,29850,1953
Pamela,F,25754,1953
Sandra,F,25496,1953
Cynthia,F,25131,1953
Donna,F,24227,1953
Kathleen,F,23727,1953
Sharon,F,23045,1953
Carol,F,22281,1953
Diane,F,21349,1953
Brenda,F,20134,1953
Janet,F,17759,1953
Margaret,F,16205,1953
James,M,85996,1953
Michael,M,84181,1953
John,M,80112,1953
David,M,76071,1953
William,M,61790,1953
Richard,M,58322,1953
Thomas,M,46980,1953
Charles,M,38390,1953
Gary,M,36943,1953
Steven,M,33700,1953
Mark,M,29316,1953
Joseph,M,29249,1953
Donald,M,28338,1953
Ronald,M,27689,1953
Paul,M,25501,1953
Kenneth,M,25499,1953
Larry,M,25192,1953
Dennis,M,23635,1953
Daniel,M,23487,1953
Stephen,M,21801,1953
Mary,F,68006,1954
Linda,F,55382,1954
Deborah,F,54685,1954
Patricia,F,49142,1954
Susan,F,47161,1954
Debra,F,45894,1954
Barbara,F,36377,1954
Karen,F,32455,1954
Nancy,F,30263,1954
Cynthia,F,27617,1954
Donna,F,27431,1954
Pamela,F,27368,1954
Sandra,F,26068,1954
Kathleen,F,22460,1954
Carol,F,22251,1954
Sharon,F,22215,1954
Diane,F,22046,1954
Brenda,F,19603,1954
Janet,F,18466,1954
Elizabeth,F,16582,1954
James,M,86308,1954
Robert,M,86297,1954
John,M,81166,1954
David,M,79550,1954
William,M,61428,1954
Richard,M,57024,1954
Thomas,M,47155,1954
Gary,M,37916,1954
Charles,M,37454,1954
Steven,M,36616,1954
Mark,M,36201,1954
Joseph,M,31209,1954
Donald,M,29269,1954
Ronald,M,27603,1954
Paul,M,26226,1954
Kenneth,M,26164,1954
Daniel,M,25265,1954
Larry,M,24602,1954
Stephen,M,21872,1954
Dennis,M,20755,1954
Mary,F,63159,1955
Deborah,F,52314,1955
Linda,F,51283,1955
Debra,F,50541,1955
Susan,F,47393,1955
Patricia,F,46217,1955
Barbara,F,33594,1955
Karen,F,33213,1955
Nancy,F,30010,1955
Donna,F,27939,1955
Cynthia,F,27184,1955
Pamela,F,26693,1955
Sandra,F,25103,1955
Diane,F,23288,1955
Sharon,F,22042,1955
Carol,F,22039,1955
Kathleen,F,22000,1955
Brenda,F,19122,1955
Cheryl,F,19099,1955
Janet,F,17916,1955
David,M,86211,1955
James,M,84143,1955
Robert,M,83683,1955
John,M,80028,1955
William,M,59936,1955
Richard,M,53529,1955
Thomas,M,45812,1955
Mark,M,42217,1955
Steven,M,37813,1955
Charles,M,35345,1955
Gary,M,34402,1955
Joseph,M,31600,1955
Donald,M,27710,1955
Kenneth,M,26735,1955
Paul,M,26676,1955
Daniel,M,26438,1955
Ronald,M,26149,1955
Larry,M,22808,1955
Jeffrey,M,22505,1955
Stephen,M,22115,1955
Mary,F,61750,1956
Debra,F,48299,1956
Linda,F,48071,1956
Deborah,F,47830,1956
Susan,F,46561,1956
Patricia,F,43327,1956
Karen,F,40042,1956
Cynthia,F,32342,1956
Barbara,F,32302,1956
Donna,F,29847,1956
Nancy,F,28785,1956
Pamela,F,26913,1956
Sharon,F,26882,1956
Sandra,F,24288,1956
Diane,F,22513,1956
Carol,F,21405,1956
Kathleen,F,21368,1956
Cheryl,F,21278,1956
Brenda,F,19338,1956
Kathy,F,17171,1956
James,M,84842,1956
Robert,M,83905,1956
David,M,81601,1956
John,M,80759,1956
William,M,58935,1956
Richard,M,52889,1956
Mark,M,48808,1956
Thomas,M,44801,1956
Steven,M,38380,1956
Charles,M,35204,1956
Joseph,M,32707,1956
Gary,M,31795,1956
Donald,M,28203,1956
Ronald,M,27724,1956
Kenneth,M,27403,1956
Paul,M,26866,1956
Daniel,M,26622,1956
Timothy,M,23271,1956
Jeffrey,M,23264,1956
Larry,M,22295,1956
Mary,F,61095,1957
Susan,F,45946,1957
Linda,F,44496,1957
Debra,F,42734,1957
Karen,F,40588,1957
Deborah,F,40062,1957
Cynthia,F,39321,1957
Patricia,F,39279,1957
Barbara,F,29683,1957
Donna,F,28047,1957
Nancy,F,27509,1957
Pamela,F,25014,1957
Brenda,F,24321,1957
Sharon,F,24281,1957
Sandra,F,22768,1957
Cheryl,F,22640,1957
Diane,F,22083,1957
Carol,F,21902,1957
Cindy,F,20258,1957
Kathy,F,20232,1957
James,M,84267,1957
David,M,82351,1957
Robert,M,81706,1957
John,M,78991,1957
William,M,56838,1957
Mark,M,52805,1957
Richard,M,52399,1957
Thomas,M,44581,1957
Steven,M,36826,1957
Charles,M,34250,1957
Joseph,M,31807,1957
Gary,M,29509,1957
Kenneth,M,28039,1957
Donald,M,27856,1957
Daniel,M,27310,1957
Ronald,M,27182,1957
Paul,M,26985,1957
Timothy,M,24729,1957
Kevin,M,24274,1957
Jeffrey,M,23953,1957
Mary,F,55855,1958
Susan,F,45172,1958
Linda,F,41899,1958
Karen,F,38465,1958
Patricia,F,37932,1958
Debra,F,35520,1958
Deborah,F,32940,1958
Cynthia,F,31000,1958
Barbara,F,27878,1958
Donna,F,26945,1958
Pamela,F,25264,1958
Nancy,F,24814,1958
Cheryl,F,24112,1958
Kathy,F,23943,1958
Sandra,F,21823,1958
Brenda,F,21338,1958
Sharon,F,21107,1958
Diane,F,20814,1958
Lisa,F,20210,1958
Carol,F,19692,1958
David,M,82593,1958
James,M,78716,1958
Robert,M,77296,1958
John,M,75989,1958
William,M,54205,1958
Mark,M,52667,1958
Richard,M,49950,1958
Thomas,M,42067,1958
Steven,M,32950,1958
Charles,M,32236,1958
Joseph,M,30095,1958
Timothy,M,28754,1958
Kenneth,M,26661,1958
Paul,M,26254,1958
Daniel,M,25612,1958
Gary,M,25272,1958
Donald,M,24999,1958
Ronald,M,24809,1958
Kevin,M,24653,1958
Jeffrey,M,24208,1958
Mary,F,54473,1959
Susan,F,41601,1959
Linda,F,40413,1959
Karen,F,36773,1959
Donna,F,36465,1959
Patricia,F,35220,1959
Debra,F,31371,1959
Cynthia,F,30170,1959
Deborah,F,29553,1959
Lisa,F,25693,1959
Barbara,F,25352,1959
Pamela,F,24712,1959
Sandra,F,23356,1959
Nancy,F,23080,1959
Kathy,F,21816,1959
Brenda,F,21419,1959
Sharon,F,21291,1959
Cheryl,F,20944,1959
Diane,F,19974,1959
Debbie,F,19535,1959
David,M,83923,1959
James,M,78598,1959
John,M,76424,1959
Robert,M,74499,1959
Mark,M,56921,1959
William,M,51371,1959
Richard,M,47176,1959
Thomas,M,40275,1959
Steven,M,33581,1959
Charles,M,30760,1959
Timothy,M,30752,1959
Joseph,M,29528,1959
Kevin,M,26756,1959
Kenneth,M,26621,1959
Jeffrey,M,26269,1959
Paul,M,25697,1959
Daniel,M,25133,1959
Donald,M,23867,1959
Gary,M,23295,1959
Ronald,M,23108,1959
Mary,F,51477,1960
Susan,F,39202,1960
Linda,F,37313,1960
Karen,F,36377,1960
Donna,F,34133,1960
Lisa,F,33702,1960
Patricia,F,32103,1960
Debra,F,26737,1960
Cynthia,F,26727,1960
Deborah,F,25265,1960
Sandra,F,24571,1960
Barbara,F,24444,1960
Brenda,F,23959,1960
Pamela,F,22092,1960
Nancy,F,21896,1960
Sharon,F,20426,1960
Cheryl,F,19125,1960
Elizabeth,F,18857,1960
Teresa,F,18833,1960
Lori,F,18684,1960
Michael,M,84208,1960
James,M,76849,1960
John,M,76118,1960
Robert,M,72378,1960
Mark,M,58739,1960
William,M,49354,1960
Richard,M,43564,1960
Thomas,M,39290,1960
Steven,M,33899,1960
Timothy,M,30484,1960
Joseph,M,29759,1960
Charles,M,29686,1960
Jeffrey,M,28833,1960
Kevin,M,28389,1960
Kenneth,M,27681,1960
Daniel,M,25969,1960
Paul,M,25645,1960
Donald,M,22736,1960
Brian,M,21999,1960
Ronald,M,21706,1960
Mary,F,47667,1961
Lisa,F,42699,1961
Susan,F,37525,1961
Linda,F,35574,1961
Karen,F,34690,1961
Patricia,F,28869,1961
Donna,F,28665,1961
Cynthia,F,24379,1961
Sandra,F,24142,1961
Deborah,F,24095,1961
Brenda,F,23771,1961
Barbara,F,22992,1961
Debra,F,22153,1961
Lori,F,21876,1961
Pamela,F,21682,1961
Nancy,F,20714,1961
Sharon,F,20441,1961
Teresa,F,18904,1961
Elizabeth,F,18853,1961
Cheryl,F,18291,1961
David,M,84762,1961
John,M,79918,1961
James,M,75918,1961
Robert,M,72905,1961
Mark,M,57761,1961
William,M,48000,1961
Richard,M,41114,1961
Thomas,M,37549,1961
Steven,M,32245,1961
Jeffrey,M,32015,1961
Joseph,M,29447,1961
Charles,M,29190,1961
Kevin,M,28899,1961
Timothy,M,28241,1961
Kenneth,M,26096,1961
Daniel,M,25881,1961
Paul,M,25620,1961
Scott,M,23920,1961
Brian,M,22555,1961
Gary,M,22152,1961
Lisa,F,46081,1962
Mary,F,43490,1962
Susan,F,35743,1962
Karen,F,35186,1962
Linda,F,31462,1962
Patricia,F,26537,1962
Donna,F,25727,1962
Cynthia,F,24021,1962
Deborah,F,22896,1962
Sandra,F,22416,1962
Lori,F,22387,1962
Brenda,F,21274,1962
Pamela,F,21273,1962
Barbara,F,20648,1962
Debra,F,20597,1962
Kimberly,F,20364,1962
Sharon,F,19633,1962
Teresa,F,18513,1962
Nancy,F,18030,1962
Elizabeth,F,17800,1962
David,M,81328,1962
John,M,78441,1962
James,M,72565,1962
Robert,M,70206,1962
Mark,M,53509,1962
William,M,44868,1962
Richard,M,39417,1962
Thomas,M,36533,1962
Jeffrey,M,33526,1962
Scott,M,30705,1962
Steven,M,30699,1962
Joseph,M,30089,1962
Kevin,M,28355,1962
Charles,M,27594,1962
Timothy,M,27089,1962
Daniel,M,25552,1962
Kenneth,M,25238,1962
Paul,M,23806,1962
Brian,M,23244,1962
Gregory,M,21960,1962
Lisa,F,56037,1963
Mary,F,41550,1963
Susan,F,33998,1963
Karen,F,32488,1963
Linda,F,27718,1963
Donna,F,25396,1963
Patricia,F,25366,1963
Lori,F,23907,1963
Sandra,F,21614,1963
Cynthia,F,21592,1963
Kimberly,F,21235,1963
Tammy,F,21192,1963
Deborah,F,21061,1963
Pamela,F,20586,1963
Brenda,F,19604,1963
Laura,F,18505,1963
Barbara,F,18286,1963
Teresa,F,17966,1963
Sharon,F,17793,1963
Elizabeth,F,17591,1963
John,M,78642,1963
David,M,78476,1963
James,M,71334,1963
Robert,M,70018,1963
Mark,M,49362,1963
William,M,44479,1963
Richard,M,40783,1963
Thomas,M,35502,1963
Jeffrey,M,31722,1963
Kevin,M,30623,1963
Scott,M,30417,1963
Joseph,M,30099,1963
Steven,M,29351,1963
Timothy,M,27196,1963
Charles,M,26790,1963
Paul,M,26678,1963
Kenneth,M,25246,1963
Daniel,M,24827,1963
Brian,M,24125,1963
Gregory,M,21435,1963
Lisa,F,54277,1964
Mary,F,40987,1964
Susan,F,31515,1964
Karen,F,30246,1964
Patricia,F,26091,1964
Kimberly,F,24129,1964
Donna,F,23810,1964
Linda,F,23636,1964
Cynthia,F,20325,1964
Tammy,F,20046,1964
Pamela,F,19824,1964
Deborah,F,19306,1964
Sandra,F,19252,1964
Laura,F,18976,1964
Lori,F,18623,1964
Elizabeth,F,17287,1964
Julie,F,17283,1964
Brenda,F,17107,1964
Barbara,F,16477,1964
Sharon,F,16447,1964
John,M,82527,1964
David,M,75069,1964
James,M,73042,1964
Robert,M,70000,1964
Mark,M,45280,1964
William,M,44247,1964
Richard,M,40103,1964
Thomas,M,34465,1964
Jeffrey,M,30733,1964
Joseph,M,30562,1964
Steven,M,29719,1964
Kevin,M,29370,1964
Scott,M,28513,1964
Timothy,M,28104,1964
Paul,M,26884,1964
Charles,M,25900,1964
Kenneth,M,24870,1964
Daniel,M,24354,1964
Brian,M,24194,1964
Anthony,M,20138,1964
Lisa,F,60267,1965
Mary,F,34273,1965
Karen,F,32875,1965
Kimberly,F,28832,1965
Susan,F,26331,1965
Patricia,F,23553,1965
Donna,F,19698,1965
Linda,F,19337,1965
Cynthia,F,19248,1965
Angela,F,18753,1965
Tammy,F,18007,1965
Pamela,F,17469,1965
Deborah,F,17084,1965
Julie,F,16989,1965
Sandra,F,16375,1965
